timestamp,station_id,location,charger_type,sessions,energy_kwh,price_per_kwh,revenue,utilization_pct
2025-04-13 07:00:00,EV001,Central Business District,Fast,35,854.7,13.11,11206.14,77.78
2025-04-13 08:00:00,EV001,Central Business District,Fast,52,1065.4,14.0,14917.13,100.0
2025-04-13 09:00:00,EV001,Central Business District,Fast,50,953.06,15.96,15210.75,100.0
2025-04-13 10:00:00,EV001,Central Business District,Fast,30,892.77,14.05,12546.37,66.67
2025-04-13 11:00:00,EV001,Central Business District,Fast,25,730.14,13.82,10091.55,55.56
2025-04-13 12:00:00,EV001,Central Business District,Fast,24,634.68,14.18,8997.75,53.33
2025-04-13 13:00:00,EV001,Central Business District,Fast,21,740.48,12.92,9569.82,46.67
2025-04-13 14:00:00,EV001,Central Business District,Fast,24,794.49,14.61,11604.8,53.33
2025-04-13 15:00:00,EV001,Central Business District,Fast,21,788.57,16.36,12904.24,46.67
2025-04-13 16:00:00,EV001,Central Business District,Fast,14,425.52,12.37,5262.96,31.11
2025-04-13 17:00:00,EV001,Central Business District,Fast,37,672.82,14.32,9632.03,82.22
2025-04-13 18:00:00,EV001,Central Business District,Fast,38,1035.62,17.09,17702.63,84.44
2025-04-13 19:00:00,EV001,Central Business District,Fast,54,1373.28,16.4,22515.75,100.0
2025-04-13 20:00:00,EV001,Central Business District,Fast,37,1189.98,13.36,15902.08,82.22
2025-04-13 21:00:00,EV001,Central Business District,Fast,33,843.56,16.95,14295.63,73.33
2025-04-13 22:00:00,EV001,Central Business District,Fast,23,418.26,14.01,5861.77,51.11
2025-04-13 23:00:00,EV001,Central Business District,Fast,28,706.16,14.01,9893.51,62.22
2025-04-14 00:00:00,EV001,Central Business District,Fast,32,791.89,14.23,11267.95,71.11
2025-04-14 01:00:00,EV001,Central Business District,Fast,26,868.37,17.49,15188.61,57.78
2025-04-14 02:00:00,EV001,Central Business District,Fast,26,762.74,17.44,13301.05,57.78
2025-04-14 03:00:00,EV001,Central Business District,Fast,26,615.68,14.78,9099.55,57.78
2025-04-14 04:00:00,EV001,Central Business District,Fast,25,754.92,15.24,11503.87,55.56
2025-04-14 05:00:00,EV001,Central Business District,Fast,19,431.05,14.25,6141.97,42.22
2025-04-14 06:00:00,EV001,Central Business District,Fast,19,538.23,17.14,9223.13,42.22
2025-04-14 07:00:00,EV001,Central Business District,Fast,59,1670.28,17.87,29847.06,100.0
2025-04-14 08:00:00,EV001,Central Business District,Fast,59,1723.45,17.21,29660.28,100.0
2025-04-14 09:00:00,EV001,Central Business District,Fast,47,1216.03,13.78,16751.31,100.0
2025-04-14 10:00:00,EV001,Central Business District,Fast,54,1744.56,12.94,22566.12,100.0
2025-04-14 11:00:00,EV001,Central Business District,Fast,32,670.67,14.68,9843.19,71.11
2025-04-14 12:00:00,EV001,Central Business District,Fast,30,816.39,14.92,12177.13,66.67
2025-04-14 13:00:00,EV001,Central Business District,Fast,27,726.19,13.25,9624.02,60.0
2025-04-14 14:00:00,EV001,Central Business District,Fast,29,1017.2,17.64,17947.78,64.44
2025-04-14 15:00:00,EV001,Central Business District,Fast,30,720.55,17.5,12609.58,66.67
2025-04-14 16:00:00,EV001,Central Business District,Fast,27,559.28,13.52,7564.25,60.0
2025-04-14 17:00:00,EV001,Central Business District,Fast,77,1999.84,13.5,27003.19,100.0
2025-04-14 18:00:00,EV001,Central Business District,Fast,60,1257.52,14.12,17749.98,100.0
2025-04-14 19:00:00,EV001,Central Business District,Fast,67,1408.45,17.44,24556.47,100.0
2025-04-14 20:00:00,EV001,Central Business District,Fast,59,1287.82,12.37,15936.61,100.0
2025-04-14 21:00:00,EV001,Central Business District,Fast,47,826.52,16.83,13914.28,100.0
2025-04-14 22:00:00,EV001,Central Business District,Fast,23,767.47,14.0,10744.66,51.11
2025-04-14 23:00:00,EV001,Central Business District,Fast,16,448.64,15.65,7023.16,35.56
2025-04-15 00:00:00,EV001,Central Business District,Fast,23,861.06,15.74,13553.63,51.11
2025-04-15 01:00:00,EV001,Central Business District,Fast,25,509.12,12.09,6156.25,55.56
2025-04-15 02:00:00,EV001,Central Business District,Fast,23,670.27,13.66,9153.91,51.11
2025-04-15 03:00:00,EV001,Central Business District,Fast,20,580.64,14.98,8697.42,44.44
2025-04-15 04:00:00,EV001,Central Business District,Fast,23,741.16,15.97,11835.91,51.11
2025-04-15 05:00:00,EV001,Central Business District,Fast,35,589.7,13.52,7975.3,77.78
2025-04-15 06:00:00,EV001,Central Business District,Fast,28,558.82,14.98,8368.37,62.22
2025-04-15 07:00:00,EV001,Central Business District,Fast,59,1660.52,17.71,29399.86,100.0
2025-04-15 08:00:00,EV001,Central Business District,Fast,43,1397.04,13.47,18816.95,95.56
2025-04-15 09:00:00,EV001,Central Business District,Fast,58,1882.74,15.6,29377.85,100.0
2025-04-15 10:00:00,EV001,Central Business District,Fast,54,1650.23,14.68,24231.48,100.0
2025-04-15 11:00:00,EV001,Central Business District,Fast,22,723.34,16.4,11862.24,48.89
2025-04-15 12:00:00,EV001,Central Business District,Fast,24,720.37,17.01,12252.38,53.33
2025-04-15 13:00:00,EV001,Central Business District,Fast,26,954.53,16.09,15354.94,57.78
2025-04-15 14:00:00,EV001,Central Business District,Fast,27,682.46,13.35,9108.84,60.0
2025-04-15 15:00:00,EV001,Central Business District,Fast,22,588.95,16.61,9783.18,48.89
2025-04-15 16:00:00,EV001,Central Business District,Fast,23,737.13,16.49,12156.18,51.11
2025-04-15 17:00:00,EV001,Central Business District,Fast,48,1498.7,13.56,20315.67,100.0
2025-04-15 18:00:00,EV001,Central Business District,Fast,45,1088.43,14.15,15404.97,100.0
2025-04-15 19:00:00,EV001,Central Business District,Fast,55,1141.65,12.38,14128.09,100.0
2025-04-15 20:00:00,EV001,Central Business District,Fast,60,1636.16,17.94,29358.02,100.0
2025-04-15 21:00:00,EV001,Central Business District,Fast,45,1365.29,12.75,17400.71,100.0
2025-04-15 22:00:00,EV001,Central Business District,Fast,22,485.81,17.72,8608.91,48.89
2025-04-15 23:00:00,EV001,Central Business District,Fast,17,465.97,17.17,8001.45,37.78
2025-04-16 00:00:00,EV001,Central Business District,Fast,27,614.09,17.41,10689.08,60.0
2025-04-16 01:00:00,EV001,Central Business District,Fast,27,457.57,14.12,6461.15,60.0
2025-04-16 02:00:00,EV001,Central Business District,Fast,27,752.73,13.4,10086.83,60.0
2025-04-16 03:00:00,EV001,Central Business District,Fast,26,776.63,14.39,11176.38,57.78
2025-04-16 04:00:00,EV001,Central Business District,Fast,31,958.24,12.67,12138.57,68.89
2025-04-16 05:00:00,EV001,Central Business District,Fast,26,648.02,15.81,10248.29,57.78
2025-04-16 06:00:00,EV001,Central Business District,Fast,31,880.57,16.77,14767.59,68.89
2025-04-16 07:00:00,EV001,Central Business District,Fast,63,2159.45,15.78,34075.42,100.0
2025-04-16 08:00:00,EV001,Central Business District,Fast,48,938.42,16.24,15236.79,100.0
2025-04-16 09:00:00,EV001,Central Business District,Fast,48,1039.45,12.23,12708.04,100.0
2025-04-16 10:00:00,EV001,Central Business District,Fast,54,1135.44,17.93,20359.26,100.0
2025-04-16 11:00:00,EV001,Central Business District,Fast,28,722.37,13.92,10055.16,62.22
2025-04-16 12:00:00,EV001,Central Business District,Fast,25,594.42,14.62,8689.35,55.56
2025-04-16 13:00:00,EV001,Central Business District,Fast,28,567.96,12.71,7221.42,62.22
2025-04-16 14:00:00,EV001,Central Business District,Fast,27,478.01,12.38,5918.41,60.0
2025-04-16 15:00:00,EV001,Central Business District,Fast,28,615.62,12.96,7979.88,62.22
2025-04-16 16:00:00,EV001,Central Business District,Fast,36,1100.25,13.61,14974.99,80.0
2025-04-16 17:00:00,EV001,Central Business District,Fast,49,1282.97,12.81,16436.79,100.0
2025-04-16 18:00:00,EV001,Central Business District,Fast,53,1480.44,12.94,19155.53,100.0
2025-04-16 19:00:00,EV001,Central Business District,Fast,56,1714.46,14.1,24177.58,100.0
2025-04-16 20:00:00,EV001,Central Business District,Fast,33,1213.07,14.0,16981.98,73.33
2025-04-16 21:00:00,EV001,Central Business District,Fast,57,1201.54,13.02,15648.82,100.0
2025-04-16 22:00:00,EV001,Central Business District,Fast,27,688.76,13.24,9121.37,60.0
2025-04-16 23:00:00,EV001,Central Business District,Fast,26,650.17,16.83,10942.6,57.78
2025-04-17 00:00:00,EV001,Central Business District,Fast,21,608.48,13.3,8093.78,46.67
2025-04-17 01:00:00,EV001,Central Business District,Fast,33,662.38,15.44,10226.59,73.33
2025-04-17 02:00:00,EV001,Central Business District,Fast,23,575.25,15.45,8889.7,51.11
2025-04-17 03:00:00,EV001,Central Business District,Fast,27,883.0,17.16,15151.99,60.0
2025-04-17 04:00:00,EV001,Central Business District,Fast,29,977.13,15.99,15625.39,64.44
2025-04-17 05:00:00,EV001,Central Business District,Fast,33,1004.25,14.42,14481.6,73.33
2025-04-17 06:00:00,EV001,Central Business District,Fast,19,557.23,15.35,8552.91,42.22
2025-04-17 07:00:00,EV001,Central Business District,Fast,81,2683.12,13.87,37219.33,100.0
2025-04-17 08:00:00,EV001,Central Business District,Fast,46,1337.99,12.41,16608.22,100.0
2025-04-17 09:00:00,EV001,Central Business District,Fast,51,1296.28,12.98,16825.74,100.0
2025-04-17 10:00:00,EV001,Central Business District,Fast,55,1936.09,16.9,32725.22,100.0
2025-04-17 11:00:00,EV001,Central Business District,Fast,29,652.62,12.76,8328.97,64.44
2025-04-17 12:00:00,EV001,Central Business District,Fast,18,356.91,14.05,5014.57,40.0
2025-04-17 13:00:00,EV001,Central Business District,Fast,29,842.26,14.65,12342.04,64.44
2025-04-17 14:00:00,EV001,Central Business District,Fast,25,692.98,12.73,8820.87,55.56
2025-04-17 15:00:00,EV001,Central Business District,Fast,30,880.87,16.59,14616.33,66.67
2025-04-17 16:00:00,EV001,Central Business District,Fast,20,482.35,17.45,8418.0,44.44
2025-04-17 17:00:00,EV001,Central Business District,Fast,56,1956.49,14.16,27706.22,100.0
2025-04-17 18:00:00,EV001,Central Business District,Fast,40,1333.26,17.67,23552.09,88.89
2025-04-17 19:00:00,EV001,Central Business District,Fast,70,1516.84,17.13,25988.78,100.0
2025-04-17 20:00:00,EV001,Central Business District,Fast,57,1123.69,17.8,20003.99,100.0
2025-04-17 21:00:00,EV001,Central Business District,Fast,60,1858.79,14.48,26907.47,100.0
2025-04-17 22:00:00,EV001,Central Business District,Fast,21,664.13,16.33,10844.07,46.67
2025-04-17 23:00:00,EV001,Central Business District,Fast,25,537.7,17.04,9160.54,55.56
2025-04-18 00:00:00,EV001,Central Business District,Fast,22,677.13,12.87,8711.63,48.89
2025-04-18 01:00:00,EV001,Central Business District,Fast,19,652.73,13.94,9098.36,42.22
2025-04-18 02:00:00,EV001,Central Business District,Fast,26,847.66,16.9,14324.36,57.78
2025-04-18 03:00:00,EV001,Central Business District,Fast,25,623.75,14.19,8853.04,55.56
2025-04-18 04:00:00,EV001,Central Business District,Fast,25,679.23,12.07,8200.13,55.56
2025-04-18 05:00:00,EV001,Central Business District,Fast,25,591.14,12.2,7210.15,55.56
2025-04-18 06:00:00,EV001,Central Business District,Fast,27,873.16,12.61,11007.95,60.0
2025-04-18 07:00:00,EV001,Central Business District,Fast,42,1239.72,15.94,19756.28,93.33
2025-04-18 08:00:00,EV001,Central Business District,Fast,69,2135.9,13.52,28878.39,100.0
2025-04-18 09:00:00,EV001,Central Business District,Fast,63,1379.43,15.75,21728.84,100.0
2025-04-18 10:00:00,EV001,Central Business District,Fast,53,1398.03,17.17,24002.07,100.0
2025-04-18 11:00:00,EV001,Central Business District,Fast,22,674.19,17.61,11872.12,48.89
2025-04-18 12:00:00,EV001,Central Business District,Fast,23,728.54,12.16,8858.05,51.11
2025-04-18 13:00:00,EV001,Central Business District,Fast,32,956.18,15.31,14634.3,71.11
2025-04-18 14:00:00,EV001,Central Business District,Fast,25,669.21,17.46,11684.78,55.56
2025-04-18 15:00:00,EV001,Central Business District,Fast,20,618.27,14.42,8917.36,44.44
2025-04-18 16:00:00,EV001,Central Business District,Fast,12,278.88,15.87,4425.87,26.67
2025-04-18 17:00:00,EV001,Central Business District,Fast,81,2132.3,16.06,34254.24,100.0
2025-04-18 18:00:00,EV001,Central Business District,Fast,61,1322.68,15.78,20877.85,100.0
2025-04-18 19:00:00,EV001,Central Business District,Fast,63,2205.37,16.57,36540.33,100.0
2025-04-18 20:00:00,EV001,Central Business District,Fast,56,1324.28,12.96,17158.82,100.0
2025-04-18 21:00:00,EV001,Central Business District,Fast,62,1790.81,13.1,23467.5,100.0
2025-04-18 22:00:00,EV001,Central Business District,Fast,29,859.53,17.18,14768.7,64.44
2025-04-18 23:00:00,EV001,Central Business District,Fast,28,584.44,17.28,10098.05,62.22
2025-04-19 00:00:00,EV001,Central Business District,Fast,22,644.85,12.05,7770.7,48.89
2025-04-19 01:00:00,EV001,Central Business District,Fast,18,546.45,13.64,7454.8,40.0
2025-04-19 02:00:00,EV001,Central Business District,Fast,17,309.59,12.24,3788.1,37.78
2025-04-19 03:00:00,EV001,Central Business District,Fast,25,533.74,12.06,6435.29,55.56
2025-04-19 04:00:00,EV001,Central Business District,Fast,21,637.67,15.99,10199.41,46.67
2025-04-19 05:00:00,EV001,Central Business District,Fast,17,368.02,14.81,5450.37,37.78
2025-04-19 06:00:00,EV001,Central Business District,Fast,17,508.27,15.47,7862.71,37.78
2025-04-19 07:00:00,EV001,Central Business District,Fast,61,1431.29,13.69,19597.65,100.0
2025-04-19 08:00:00,EV001,Central Business District,Fast,30,895.82,12.19,10919.24,66.67
2025-04-19 09:00:00,EV001,Central Business District,Fast,51,1003.95,15.64,15701.32,100.0
2025-04-19 10:00:00,EV001,Central Business District,Fast,46,1476.48,17.35,25615.99,100.0
2025-04-19 11:00:00,EV001,Central Business District,Fast,21,379.76,13.8,5241.49,46.67
2025-04-19 12:00:00,EV001,Central Business District,Fast,17,352.75,17.77,6269.29,37.78
2025-04-19 13:00:00,EV001,Central Business District,Fast,17,401.52,16.14,6481.47,37.78
2025-04-19 14:00:00,EV001,Central Business District,Fast,22,668.35,14.46,9665.66,48.89
2025-04-19 15:00:00,EV001,Central Business District,Fast,21,524.84,12.4,6507.66,46.67
2025-04-19 16:00:00,EV001,Central Business District,Fast,18,349.19,16.8,5865.78,40.0
2025-04-19 17:00:00,EV001,Central Business District,Fast,49,1274.94,17.84,22751.2,100.0
2025-04-19 18:00:00,EV001,Central Business District,Fast,48,1033.07,13.08,13515.96,100.0
2025-04-19 19:00:00,EV001,Central Business District,Fast,49,1151.92,13.75,15835.58,100.0
2025-04-19 20:00:00,EV001,Central Business District,Fast,45,943.55,13.36,12609.54,100.0
2025-04-19 21:00:00,EV001,Central Business District,Fast,57,2018.56,17.79,35907.89,100.0
2025-04-19 22:00:00,EV001,Central Business District,Fast,17,395.11,14.96,5910.72,37.78
2025-04-19 23:00:00,EV001,Central Business District,Fast,24,815.75,16.79,13699.47,53.33
2025-04-20 00:00:00,EV001,Central Business District,Fast,15,382.39,16.68,6377.38,33.33
2025-04-20 01:00:00,EV001,Central Business District,Fast,24,505.26,12.67,6402.09,53.33
2025-04-20 02:00:00,EV001,Central Business District,Fast,16,337.41,17.28,5830.06,35.56
2025-04-20 03:00:00,EV001,Central Business District,Fast,19,612.67,16.08,9854.37,42.22
2025-04-20 04:00:00,EV001,Central Business District,Fast,25,795.98,17.18,13672.33,55.56
2025-04-20 05:00:00,EV001,Central Business District,Fast,18,438.6,13.95,6116.93,40.0
2025-04-20 06:00:00,EV001,Central Business District,Fast,28,476.06,17.21,8190.77,62.22
2025-04-20 07:00:00,EV001,Central Business District,Fast,34,792.26,14.33,11354.11,75.56
2025-04-20 08:00:00,EV001,Central Business District,Fast,41,1153.08,16.31,18805.81,91.11
2025-04-20 09:00:00,EV001,Central Business District,Fast,34,918.06,13.53,12420.63,75.56
2025-04-20 10:00:00,EV001,Central Business District,Fast,35,953.38,17.11,16307.69,77.78
2025-04-20 11:00:00,EV001,Central Business District,Fast,29,680.84,17.74,12079.41,64.44
2025-04-20 12:00:00,EV001,Central Business District,Fast,25,571.02,14.05,8022.35,55.56
2025-04-20 13:00:00,EV001,Central Business District,Fast,24,537.69,14.81,7961.51,53.33
2025-04-20 14:00:00,EV001,Central Business District,Fast,28,762.27,12.56,9577.42,62.22
2025-04-20 15:00:00,EV001,Central Business District,Fast,19,459.35,17.18,7892.5,42.22
2025-04-20 16:00:00,EV001,Central Business District,Fast,12,303.3,13.21,4006.87,26.67
2025-04-20 17:00:00,EV001,Central Business District,Fast,54,1967.65,16.83,33117.99,100.0
2025-04-20 18:00:00,EV001,Central Business District,Fast,45,927.52,12.02,11144.63,100.0
2025-04-20 19:00:00,EV001,Central Business District,Fast,42,1012.05,15.36,15544.84,93.33
2025-04-20 20:00:00,EV001,Central Business District,Fast,42,1201.07,17.35,20833.69,93.33
2025-04-20 21:00:00,EV001,Central Business District,Fast,42,1129.0,17.83,20133.48,93.33
2025-04-20 22:00:00,EV001,Central Business District,Fast,18,488.01,17.46,8518.57,40.0
2025-04-20 23:00:00,EV001,Central Business District,Fast,23,639.53,13.97,8933.93,51.11
2025-04-21 00:00:00,EV001,Central Business District,Fast,24,415.28,13.66,5673.76,53.33
2025-04-21 01:00:00,EV001,Central Business District,Fast,27,545.56,13.29,7251.03,60.0
2025-04-21 02:00:00,EV001,Central Business District,Fast,29,750.4,14.86,11152.77,64.44
2025-04-21 03:00:00,EV001,Central Business District,Fast,22,568.68,17.09,9717.26,48.89
2025-04-21 04:00:00,EV001,Central Business District,Fast,27,880.64,15.66,13791.9,60.0
2025-04-21 05:00:00,EV001,Central Business District,Fast,22,517.03,13.88,7176.16,48.89
2025-04-21 06:00:00,EV001,Central Business District,Fast,34,963.37,13.74,13234.24,75.56
2025-04-21 07:00:00,EV001,Central Business District,Fast,54,1391.8,15.92,22152.5,100.0
2025-04-21 08:00:00,EV001,Central Business District,Fast,55,1309.89,15.23,19949.74,100.0
2025-04-21 09:00:00,EV001,Central Business District,Fast,54,1695.14,16.38,27766.46,100.0
2025-04-21 10:00:00,EV001,Central Business District,Fast,61,1555.3,17.79,27664.92,100.0
2025-04-21 11:00:00,EV001,Central Business District,Fast,30,799.4,13.42,10731.26,66.67
2025-04-21 12:00:00,EV001,Central Business District,Fast,21,632.79,13.27,8394.81,46.67
2025-04-21 13:00:00,EV001,Central Business District,Fast,31,578.69,15.44,8936.49,68.89
2025-04-21 14:00:00,EV001,Central Business District,Fast,22,447.84,16.82,7531.79,48.89
2025-04-21 15:00:00,EV001,Central Business District,Fast,31,841.25,14.43,12140.5,68.89
2025-04-21 16:00:00,EV001,Central Business District,Fast,28,612.1,17.79,10892.0,62.22
2025-04-21 17:00:00,EV001,Central Business District,Fast,74,1216.09,15.91,19347.43,100.0
2025-04-21 18:00:00,EV001,Central Business District,Fast,65,1888.05,17.56,33157.13,100.0
2025-04-21 19:00:00,EV001,Central Business District,Fast,67,1976.39,13.08,25846.12,100.0
2025-04-21 20:00:00,EV001,Central Business District,Fast,53,1501.93,13.62,20458.8,100.0
2025-04-21 21:00:00,EV001,Central Business District,Fast,57,1360.61,16.06,21845.77,100.0
2025-04-21 22:00:00,EV001,Central Business District,Fast,22,676.24,15.02,10157.94,48.89
2025-04-21 23:00:00,EV001,Central Business District,Fast,23,503.62,15.07,7587.11,51.11
2025-04-22 00:00:00,EV001,Central Business District,Fast,29,594.13,13.1,7781.14,64.44
2025-04-22 01:00:00,EV001,Central Business District,Fast,22,534.99,16.38,8762.69,48.89
2025-04-22 02:00:00,EV001,Central Business District,Fast,18,498.1,16.16,8048.7,40.0
2025-04-22 03:00:00,EV001,Central Business District,Fast,28,608.15,15.42,9377.93,62.22
2025-04-22 04:00:00,EV001,Central Business District,Fast,27,541.04,12.76,6903.38,60.0
2025-04-22 05:00:00,EV001,Central Business District,Fast,19,672.3,16.64,11186.25,42.22
2025-04-22 06:00:00,EV001,Central Business District,Fast,31,702.95,12.23,8596.16,68.89
2025-04-22 07:00:00,EV001,Central Business District,Fast,47,1304.72,13.53,17651.19,100.0
2025-04-22 08:00:00,EV001,Central Business District,Fast,58,1216.23,15.39,18717.14,100.0
2025-04-22 09:00:00,EV001,Central Business District,Fast,44,1530.81,12.75,19518.19,97.78
2025-04-22 10:00:00,EV001,Central Business District,Fast,53,974.56,12.23,11919.55,100.0
2025-04-22 11:00:00,EV001,Central Business District,Fast,18,448.12,12.47,5590.08,40.0
2025-04-22 12:00:00,EV001,Central Business District,Fast,32,707.95,12.9,9132.21,71.11
2025-04-22 13:00:00,EV001,Central Business District,Fast,27,675.29,13.72,9267.19,60.0
2025-04-22 14:00:00,EV001,Central Business District,Fast,22,738.59,17.96,13267.68,48.89
2025-04-22 15:00:00,EV001,Central Business District,Fast,28,847.48,14.85,12582.14,62.22
2025-04-22 16:00:00,EV001,Central Business District,Fast,36,674.08,14.89,10040.44,80.0
2025-04-22 17:00:00,EV001,Central Business District,Fast,48,948.7,15.23,14445.6,100.0
2025-04-22 18:00:00,EV001,Central Business District,Fast,37,1130.05,16.58,18733.83,82.22
2025-04-22 19:00:00,EV001,Central Business District,Fast,56,1035.6,14.35,14860.59,100.0
2025-04-22 20:00:00,EV001,Central Business District,Fast,65,1375.25,14.4,19799.3,100.0
2025-04-22 21:00:00,EV001,Central Business District,Fast,65,1643.17,17.42,28627.64,100.0
2025-04-22 22:00:00,EV001,Central Business District,Fast,33,1017.31,12.03,12235.47,73.33
2025-04-22 23:00:00,EV001,Central Business District,Fast,22,641.12,14.51,9303.54,48.89
2025-04-23 00:00:00,EV001,Central Business District,Fast,27,693.86,17.55,12177.87,60.0
2025-04-23 01:00:00,EV001,Central Business District,Fast,31,650.74,15.65,10186.57,68.89
2025-04-23 02:00:00,EV001,Central Business District,Fast,26,556.17,16.83,9360.79,57.78
2025-04-23 03:00:00,EV001,Central Business District,Fast,26,683.45,16.28,11124.46,57.78
2025-04-23 04:00:00,EV001,Central Business District,Fast,27,445.83,15.58,6948.23,60.0
2025-04-23 05:00:00,EV001,Central Business District,Fast,29,692.27,14.21,9838.65,64.44
2025-04-23 06:00:00,EV001,Central Business District,Fast,33,961.99,13.26,12753.75,73.33
2025-04-23 07:00:00,EV001,Central Business District,Fast,34,1011.55,12.23,12375.69,75.56
2025-04-23 08:00:00,EV001,Central Business District,Fast,57,1712.97,16.26,27846.14,100.0
2025-04-23 09:00:00,EV001,Central Business District,Fast,40,1340.73,16.32,21879.8,88.89
2025-04-23 10:00:00,EV001,Central Business District,Fast,54,1472.92,15.55,22902.47,100.0
2025-04-23 11:00:00,EV001,Central Business District,Fast,23,500.87,14.86,7442.64,51.11
2025-04-23 12:00:00,EV001,Central Business District,Fast,18,509.49,17.98,9159.71,40.0
2025-04-23 13:00:00,EV001,Central Business District,Fast,25,710.89,15.83,11256.7,55.56
2025-04-23 14:00:00,EV001,Central Business District,Fast,14,348.92,16.49,5753.17,31.11
2025-04-23 15:00:00,EV001,Central Business District,Fast,26,753.76,13.5,10177.65,57.78
2025-04-23 16:00:00,EV001,Central Business District,Fast,27,559.93,15.13,8469.9,60.0
2025-04-23 17:00:00,EV001,Central Business District,Fast,59,1625.95,12.77,20766.02,100.0
2025-04-23 18:00:00,EV001,Central Business District,Fast,59,1727.81,13.73,23729.56,100.0
2025-04-23 19:00:00,EV001,Central Business District,Fast,65,1620.52,15.24,24701.49,100.0
2025-04-23 20:00:00,EV001,Central Business District,Fast,73,1586.57,16.88,26784.46,100.0
2025-04-23 21:00:00,EV001,Central Business District,Fast,39,1189.81,16.3,19394.01,86.67
2025-04-23 22:00:00,EV001,Central Business District,Fast,29,925.23,12.64,11695.91,64.44
2025-04-23 23:00:00,EV001,Central Business District,Fast,23,444.8,12.55,5583.04,51.11
2025-04-24 00:00:00,EV001,Central Business District,Fast,23,634.92,16.38,10399.33,51.11
2025-04-24 01:00:00,EV001,Central Business District,Fast,23,471.29,15.4,7258.4,51.11
2025-04-24 02:00:00,EV001,Central Business District,Fast,26,644.49,12.41,7997.22,57.78
2025-04-24 03:00:00,EV001,Central Business District,Fast,19,550.64,13.59,7484.02,42.22
2025-04-24 04:00:00,EV001,Central Business District,Fast,14,411.56,13.75,5657.04,31.11
2025-04-24 05:00:00,EV001,Central Business District,Fast,33,763.16,15.24,11633.79,73.33
2025-04-24 06:00:00,EV001,Central Business District,Fast,31,671.14,17.58,11798.31,68.89
2025-04-24 07:00:00,EV001,Central Business District,Fast,46,1336.12,17.01,22723.39,100.0
2025-04-24 08:00:00,EV001,Central Business District,Fast,48,1447.8,15.21,22014.06,100.0
2025-04-24 09:00:00,EV001,Central Business District,Fast,50,952.93,12.74,12143.63,100.0
2025-04-24 10:00:00,EV001,Central Business District,Fast,37,869.36,16.37,14234.57,82.22
2025-04-24 11:00:00,EV001,Central Business District,Fast,26,484.79,16.93,8209.2,57.78
2025-04-24 12:00:00,EV001,Central Business District,Fast,23,471.97,14.15,6679.08,51.11
2025-04-24 13:00:00,EV001,Central Business District,Fast,25,802.67,17.8,14285.29,55.56
2025-04-24 14:00:00,EV001,Central Business District,Fast,18,373.91,13.58,5077.93,40.0
2025-04-24 15:00:00,EV001,Central Business District,Fast,16,350.74,17.09,5993.84,35.56
2025-04-24 16:00:00,EV001,Central Business District,Fast,26,610.01,14.31,8731.34,57.78
2025-04-24 17:00:00,EV001,Central Business District,Fast,73,1321.9,16.67,22038.26,100.0
2025-04-24 18:00:00,EV001,Central Business District,Fast,69,1665.11,12.89,21466.79,100.0
2025-04-24 19:00:00,EV001,Central Business District,Fast,65,1558.68,17.23,26854.6,100.0
2025-04-24 20:00:00,EV001,Central Business District,Fast,52,1112.65,17.14,19075.4,100.0
2025-04-24 21:00:00,EV001,Central Business District,Fast,54,1689.66,15.84,26767.99,100.0
2025-04-24 22:00:00,EV001,Central Business District,Fast,27,596.25,12.34,7356.29,60.0
2025-04-24 23:00:00,EV001,Central Business District,Fast,22,549.08,15.75,8646.01,48.89
2025-04-25 00:00:00,EV001,Central Business District,Fast,23,616.7,16.99,10477.85,51.11
2025-04-25 01:00:00,EV001,Central Business District,Fast,29,747.7,14.95,11178.98,64.44
2025-04-25 02:00:00,EV001,Central Business District,Fast,22,563.57,15.63,8810.55,48.89
2025-04-25 03:00:00,EV001,Central Business District,Fast,30,1108.97,12.63,14001.8,66.67
2025-04-25 04:00:00,EV001,Central Business District,Fast,33,616.73,16.71,10305.69,73.33
2025-04-25 05:00:00,EV001,Central Business District,Fast,28,735.31,14.68,10795.46,62.22
2025-04-25 06:00:00,EV001,Central Business District,Fast,23,478.96,14.18,6789.81,51.11
2025-04-25 07:00:00,EV001,Central Business District,Fast,42,1288.15,16.11,20754.56,93.33
2025-04-25 08:00:00,EV001,Central Business District,Fast,47,1475.56,14.05,20738.34,100.0
2025-04-25 09:00:00,EV001,Central Business District,Fast,35,1193.13,13.73,16383.06,77.78
2025-04-25 10:00:00,EV001,Central Business District,Fast,45,818.51,15.36,12571.12,100.0
2025-04-25 11:00:00,EV001,Central Business District,Fast,30,909.05,17.78,16163.71,66.67
2025-04-25 12:00:00,EV001,Central Business District,Fast,17,605.29,15.38,9310.5,37.78
2025-04-25 13:00:00,EV001,Central Business District,Fast,23,594.58,14.6,8682.82,51.11
2025-04-25 14:00:00,EV001,Central Business District,Fast,16,381.12,17.82,6789.71,35.56
2025-04-25 15:00:00,EV001,Central Business District,Fast,24,527.39,15.11,7969.4,53.33
2025-04-25 16:00:00,EV001,Central Business District,Fast,20,498.29,14.89,7421.67,44.44
2025-04-25 17:00:00,EV001,Central Business District,Fast,53,1508.43,13.79,20807.27,100.0
2025-04-25 18:00:00,EV001,Central Business District,Fast,47,1031.37,13.26,13675.36,100.0
2025-04-25 19:00:00,EV001,Central Business District,Fast,61,1914.38,14.35,27468.19,100.0
